time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
4.4134745597839355,-972.0,128.0,16392.0,-646.0,-58.0,-242.0,16421.292031993096
4.4380598068237305,-864.0,32.0,16432.0,-692.0,93.0,-257.0,16454.73014060091
4.462565183639526,-1040.0,92.0,16604.0,-765.0,157.0,-264.0,16636.79296018316
4.488068342208862,-920.0,76.0,16332.0,-728.0,97.0,-274.0,16358.068345620763
4.513495206832886,-1100.0,4.0,16384.0,-724.0,100.0,-244.0,16420.885238013205
4.537334203720093,-1184.0,-48.0,16304.0,-654.0,-9.0,-246.0,16347.005107970084
4.560985803604126,-1048.0,-112.0,16316.0,-731.0,149.0,-230.0,16350.00623853092
4.585153341293335,-1136.0,-96.0,16524.0,-800.0,243.0,-265.0,16563.28131742017
4.609262228012085,-1092.0,24.0,16588.0,-668.0,12.0,-249.0,16623.922040240683
4.633807897567749,-1088.0,-20.0,16444.0,-546.0,-225.0,-229.0,16479.966019382442
4.657942056655884,-1004.0,48.0,16432.0,-396.0,-450.0,-187.0,16462.713749561462
4.683950901031494,-984.0,16.0,16200.0,-378.0,-489.0,-180.0,16229.864817674854
4.7079973220825195,-1068.0,16.0,16308.0,-486.0,-309.0,-196.0,16342.941718062877
4.732996702194214,-948.0,-60.0,16296.0,-502.0,-248.0,-221.0,16323.66135399776
4.756228923797607,-1008.0,-156.0,16396.0,-524.0,-231.0,-271.0,16427.696612733023
4.782265901565552,-1084.0,152.0,16440.0,-665.0,-69.0,-265.0,16476.400092253163
4.814715623855591,-1020.0,140.0,16288.0,-708.0,114.0,-273.0,16320.50685487433
4.846933364868164,-1048.0,72.0,16308.0,-774.0,176.0,-261.0,16341.79769792785
4.878066062927246,-1060.0,88.0,16648.0,-670.0,48.0,-262.0,16681.943771635248
4.9174463748931885,-1040.0,-96.0,16320.0,-632.0,-64.0,-248.0,16353.385459897898
4.949259519577026,-948.0,32.0,16408.0,-636.0,-66.0,-218.0,16435.394488724633
4.975667953491211,-892.0,-4.0,16244.0,-739.0,106.0,-260.0,16268.473069099018
5.003143548965454,-1004.0,40.0,16280.0,-745.0,184.0,-271.0,16310.978388803045
5.032074451446533,-1092.0,12.0,16412.0,-649.0,82.0,-260.0,16448.29328532295
5.059528350830078,-1120.0,-72.0,16416.0,-552.0,-188.0,-211.0,16454.319797548607
